svg-large,psd-small,psd-large,png-medium,png-large,svg-medium,jpeg-medium,png-small,jpeg-large,svg-small,jpeg-small,psd-medium
0,0,0,0.58,0.4,0.33,0.52,0.33,0.38,0.34,0.34,0.42,0.29
