svg-large,psd-small,psd-large,jpeg-small,jpeg-medium,psd-medium,svg-medium,png-large,svg-small,png-small,png-medium,jpeg-large
0,0,0,0.51,0.64,0.64,0.66,0.71,0.71,0.69,0.69,0.67,0.67
