uiq2-4.bin,large.tar,misc.tar,artificl.tar,enwik8.tar,deepfield.tar,uiq2-8.bin,uiq-32.bin,fannie_mae_500k.tar,silesia.tar,ambivert.wav.tar,uiq2-16.bin,vmlinux-5.10.tar
0,0,0,0.9,0.9,0.9,0.89,0.85,0.83,0.83,0.84,0.83,0.83,0.83
