jpeg-small,svg-large,psd-large,svg-medium,jpeg-medium,png-small,png-medium,png-large,psd-small,svg-small,psd-medium,jpeg-large
0,0,0,0.76,0.78,0.79,0.76,0.74,0.72,0.74,0.74,0.74,0.74
