svg-small,psd-medium,jpeg-large,png-medium,psd-small,svg-medium,jpeg-small,psd-large,svg-large,png-large,jpeg-medium,png-small
0,0,0,0.58,0.74,0.75,0.73,0.7,0.7,0.7,0.68,0.67,0.69
