psd-large,jpeg-large,svg-small,svg-medium,psd-medium,png-medium,png-small,png-large,svg-large,jpeg-small,psd-small,jpeg-medium
0,0,0,0.87,0.76,0.77,0.65,0.66,0.59,0.51,0.46,0.46,0.49
