jpeg-small,svg-large,psd-large,svg-medium,jpeg-medium,png-small,png-medium,png-large,psd-small,svg-small,psd-medium,jpeg-large
0,0,0,0.69,0.52,0.45,0.37,0.33,0.52,0.54,0.34,0.42,0.36
