uiq2-16.bin,misc.tar,uiq2-8.bin,artificl.tar,uiq2-4.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq-32.bin,silesia.tar,large.tar,enwik8.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,0.76,0.64,0.72,0.58,0.69,0.8,0.7,0.76,0.79,0.71,0.79
