png-large,jpeg-medium,jpeg-large,psd-small,svg-large,psd-medium,svg-small,jpeg-small,psd-large,svg-medium,png-medium,png-small
0,0,0,0.84,0.81,0.75,0.71,0.68,0.69,0.68,0.65,0.65,0.66
