deepfield.tar,silesia.tar,fannie_mae_500k.tar,artificl.tar,uiq2-4.bin,ambivert.wav.tar,uiq2-8.bin,uiq-32.bin,large.tar,enwik8.tar,uiq2-16.bin,misc.tar,vmlinux-5.10.tar
0,0,0,0.95,0.91,0.81,0.74,0.76,0.78,0.79,0.8,0.81,0.81,0.79
