png-medium,jpeg-large,svg-small,psd-large,svg-large,psd-small,jpeg-medium,svg-medium,psd-medium,png-large,jpeg-small,png-small
0,0,0,0.85,0.66,0.61,0.61,0.62,0.65,0.65,0.67,0.67,0.68
