jpeg-medium,psd-medium,psd-large,svg-medium,png-medium,png-large,svg-small,jpeg-small,svg-large,jpeg-large,psd-small,png-small
0,0,0,0.85,0.81,0.8,0.76,0.78,0.77,0.76,0.73,0.74,0.74
