jpeg-large,psd-small,svg-small,jpeg-medium,png-large,png-medium,svg-medium,psd-large,psd-medium,svg-large,jpeg-small,png-small
0,0,0,0.83,0.72,0.67,0.73,0.74,0.74,0.74,0.75,0.73,0.72
