fannie_mae_500k.tar,vmlinux-5.10.tar,enwik8.tar,uiq2-8.bin,uiq-32.bin,uiq2-4.bin,large.tar,misc.tar,silesia.tar,ambivert.wav.tar,uiq2-16.bin,artificl.tar,deepfield.tar
0,0,0,0.78,0.54,0.43,0.49,0.4,0.43,0.38,0.48,0.38,0.4,0.45
