svg-medium,psd-large,psd-small,jpeg-small,png-medium,svg-small,psd-medium,jpeg-large,png-small,jpeg-medium,svg-large,png-large
0,0,0,0.77,0.71,0.66,0.61,0.64,0.65,0.66,0.66,0.67,0.68
