jpeg-small,svg-small,jpeg-large,psd-large,png-large,jpeg-medium,psd-medium,png-medium,svg-large,svg-medium,psd-small,png-small
0,0,0,0.47,0.55,0.66,0.72,0.76,0.75,0.74,0.71,0.7,0.68
