deepfield.tar,uiq2-16.bin,misc.tar,large.tar,ambivert.wav.tar,fannie_mae_500k.tar,artificl.tar,uiq2-8.bin,vmlinux-5.10.tar,enwik8.tar,uiq-32.bin,uiq2-4.bin,silesia.tar
0,0,0,0.93,0.9,0.89,0.87,0.85,0.85,0.84,0.83,0.83,0.83,0.83
