deepfield.tar,artificl.tar,misc.tar,fannie_mae_500k.tar,uiq2-4.bin,ambivert.wav.tar,vmlinux-5.10.tar,enwik8.tar,silesia.tar,uiq-32.bin,large.tar,uiq2-16.bin,uiq2-8.bin
0,0,0,0.87,0.79,0.63,0.71,0.76,0.87,0.86,0.82,0.84,0.75,0.75
