misc.tar,uiq2-8.bin,ambivert.wav.tar,artificl.tar,uiq2-16.bin,deepfield.tar,uiq-32.bin,uiq2-4.bin,silesia.tar,large.tar,enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.91,0.87,0.81,0.78,0.77,0.75,0.78,0.79,0.8,0.81,0.82
