fannie_mae_500k.tar,large.tar,uiq2-4.bin,artificl.tar,ambivert.wav.tar,uiq2-16.bin,uiq-32.bin,silesia.tar,vmlinux-5.10.tar,deepfield.tar,enwik8.tar,misc.tar,uiq2-8.bin
0,0,0,0.93,0.91,0.84,0.82,0.82,0.81,0.82,0.8,0.8,0.78,0.78
