png-large,png-medium,psd-large,jpeg-medium,png-small,jpeg-large,psd-medium,svg-large,jpeg-small,svg-medium,psd-small,svg-small
0,0,0,0.91,0.85,0.87,0.85,0.82,0.83,0.82,0.81,0.79,0.76
