png-large,jpeg-small,svg-large,jpeg-medium,svg-small,svg-medium,png-medium,png-small,psd-large,psd-medium,jpeg-large,psd-small
0,0,0,0.42,0.39,0.22,0.24,0.44,0.21,0.33,0.3,0.26,0.28
