psd-medium,svg-medium,svg-small,jpeg-medium,psd-large,jpeg-small,svg-large,png-large,jpeg-large,psd-small,png-medium,png-small
0,0,0,0.36,0.31,0.51,0.38,0.23,0.46,0.37,0.32,0.43,0.47
