fannie_mae_500k.tar,uiq2-4.bin,uiq-32.bin,deepfield.tar,ambivert.wav.tar,enwik8.tar,misc.tar,vmlinux-5.10.tar,artificl.tar,uiq2-8.bin,silesia.tar,large.tar,uiq2-16.bin
0,0,0,0.73,0.6,0.3,0.71,0.57,0.54,0.44,0.4,0.51,0.47,0.61
