psd-small,jpeg-medium,psd-medium,png-medium,svg-medium,svg-large,png-small,jpeg-small,png-large,psd-large,svg-small,jpeg-large
0,0,0,0.58,0.7,0.68,0.67,0.65,0.65,0.66,0.67,0.69,0.69
