uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,large.tar,ambivert.wav.tar,uiq2-16.bin,artificl.tar,enwik8.tar,deepfield.tar,uiq-32.bin,misc.tar,vmlinux-5.10.tar,silesia.tar
0,0,0,0.75,0.69,0.73,0.71,0.7,0.67,0.64,0.64,0.63,0.64,0.63
