psd-small,jpeg-small,psd-large,jpeg-medium,png-large,svg-small,png-medium,psd-medium,svg-large,png-small,svg-medium,jpeg-large
0,0,0,0.45,0.57,0.55,0.44,0.42,0.35,0.39,0.3,0.4,0.4
