enwik8.tar,uiq2-4.bin,deepfield.tar,artificl.tar,uiq2-8.bin,uiq2-16.bin,ambivert.wav.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,large.tar,misc.tar,silesia.tar,uiq-32.bin
0,0,0,0.7,0.75,0.74,0.76,0.79,0.77,0.77,0.77,0.77,0.78,0.78
