psd-small,svg-large,jpeg-medium,png-medium,svg-medium,psd-large,png-small,psd-medium,jpeg-small,svg-small,png-large,jpeg-large
0,0,0,0.67,0.68,0.76,0.76,0.74,0.74,0.74,0.73,0.7,0.68
