uiq2-4.bin,deepfield.tar,vmlinux-5.10.tar,enwik8.tar,large.tar,fannie_mae_500k.tar,silesia.tar,artificl.tar,ambivert.wav.tar,uiq2-16.bin,uiq2-8.bin,misc.tar,uiq-32.bin
0,0,0,0.64,0.45,0.36,0.41,0.44,0.41,0.32,0.39,0.32,0.44,0.39
