png-large,jpeg-medium,svg-large,jpeg-large,png-small,svg-small,svg-medium,psd-small,psd-medium,png-medium,jpeg-small,psd-large
0,0,0,0.88,0.74,0.68,0.7,0.7,0.69,0.7,0.71,0.71,0.7
