deepfield.tar,uiq2-8.bin,misc.tar,vmlinux-5.10.tar,ambivert.wav.tar,enwik8.tar,large.tar,silesia.tar,uiq2-4.bin,fannie_mae_500k.tar,artificl.tar,uiq-32.bin,uiq2-16.bin
0,0,0,0.8,0.84,0.83,0.83,0.82,0.82,0.83,0.83,0.83,0.82,0.81
