ambivert.wav.tar,fannie_mae_500k.tar,uiq2-8.bin,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,large.tar,uiq2-4.bin,enwik8.tar,misc.tar,silesia.tar,artificl.tar,uiq2-16.bin
0,0,0,0.93,0.9,0.91,0.9,0.89,0.9,0.9,0.9,0.88,0.86,0.85
