deepfield.tar,enwik8.tar,ambivert.wav.tar,uiq2-4.bin,vmlinux-5.10.tar,large.tar,uiq2-16.bin,uiq2-8.bin,artificl.tar,uiq-32.bin,misc.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.69,0.42,0.46,0.64,0.31,0.43,0.63,0.46,0.49,0.63,0.45
