silesia.tar,deepfield.tar,ambivert.wav.tar,artificl.tar,uiq2-4.bin,misc.tar,vmlinux-5.10.tar,enwik8.tar,fannie_mae_500k.tar,large.tar,uiq2-16.bin,uiq-32.bin,uiq2-8.bin
0,0,0,0.85,0.84,0.77,0.71,0.69,0.67,0.71,0.72,0.73,0.75,0.77
