uiq2-16.bin,uiq-32.bin,vmlinux-5.10.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,uiq2-4.bin,misc.tar,enwik8.tar,fannie_mae_500k.tar,artificl.tar,deepfield.tar,silesia.tar
0,0,0,0.82,0.8,0.8,0.79,0.77,0.77,0.75,0.74,0.74,0.73,0.72
