svg-small,png-large,svg-medium,svg-large,png-small,jpeg-medium,jpeg-large,png-medium,psd-large,psd-small,psd-medium,jpeg-small
0,0,0,0.53,0.64,0.64,0.64,0.68,0.72,0.74,0.74,0.73,0.72
