psd-large,png-medium,svg-large,png-large,svg-medium,svg-small,psd-small,jpeg-medium,jpeg-large,psd-medium,jpeg-small,png-small
0,0,0,0.73,0.63,0.35,0.29,0.54,0.52,0.56,0.43,0.46,0.45
