fannie_mae_500k.tar,uiq2-16.bin,vmlinux-5.10.tar,silesia.tar,uiq-32.bin,misc.tar,artificl.tar,ambivert.wav.tar,enwik8.tar,uiq2-4.bin,uiq2-8.bin,deepfield.tar,large.tar
0,0,0,0.73,0.4,0.64,0.5,0.44,0.49,0.34,0.31,0.53,0.58,0.59
