psd-large,jpeg-large,jpeg-medium,png-large,psd-medium,svg-small,svg-medium,psd-small,svg-large,jpeg-small,png-medium,png-small
0,0,0,0.87,0.49,0.59,0.53,0.54,0.6,0.49,0.54,0.39,0.47
