svg-small,psd-large,png-small,psd-small,jpeg-medium,svg-large,png-medium,psd-medium,png-large,jpeg-small,svg-medium,jpeg-large
0,0,0,0.56,0.34,0.53,0.38,0.44,0.36,0.31,0.45,0.39,0.37
