jpeg-small,svg-small,jpeg-large,psd-large,png-large,jpeg-medium,psd-medium,png-medium,svg-large,svg-medium,psd-small,png-small
0,0,0,0.73,0.7,0.76,0.78,0.79,0.77,0.75,0.74,0.73,0.72
