enwik8.tar,uiq2-4.bin,fannie_mae_500k.tar,artificl.tar,uiq2-16.bin,uiq2-8.bin,misc.tar,deepfield.tar,large.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq-32.bin,silesia.tar
0,0,0,0.96,0.89,0.81,0.77,0.79,0.77,0.77,0.78,0.78,0.79,0.8
