enwik8.tar,misc.tar,large.tar,vmlinux-5.10.tar,artificl.tar,ambivert.wav.tar,deepfield.tar,fannie_mae_500k.tar,uiq2-16.bin,uiq2-8.bin,uiq-32.bin,uiq2-4.bin,silesia.tar
0,0,0,0.82,0.84,0.84,0.72,0.78,0.81,0.65,0.74,0.74,0.69,0.79
