svg-medium,png-large,jpeg-medium,png-small,psd-small,psd-medium,jpeg-small,jpeg-large,svg-large,svg-small,psd-large,png-medium
0,0,0,0.79,0.67,0.47,0.45,0.46,0.41,0.54,0.48,0.46,0.51
