enwik8.tar,artificl.tar,deepfield.tar,silesia.tar,uiq-32.bin,large.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,uiq2-16.bin
0,0,0,0.67,0.59,0.69,0.75,0.79,0.8,0.81,0.81,0.82,0.82,0.82
