enwik8.tar,uiq2-16.bin,uiq2-8.bin,large.tar,ambivert.wav.tar,uiq2-4.bin,silesia.tar,vmlinux-5.10.tar,deepfield.tar,fannie_mae_500k.tar,uiq-32.bin,misc.tar,artificl.tar
0,0,0,0.89,0.92,0.9,0.83,0.8,0.8,0.81,0.8,0.8,0.78,0.77
