png-small,svg-medium,psd-medium,svg-small,jpeg-medium,png-medium,png-large,jpeg-small,svg-large,jpeg-large,psd-large,psd-small
0,0,0,0.49,0.67,0.56,0.46,0.51,0.31,0.47,0.37,0.52,0.45
