svg-small,png-large,jpeg-medium,svg-large,png-medium,png-small,svg-medium,psd-medium,jpeg-small,psd-small,jpeg-large,psd-large
0,0,0,0.87,0.84,0.74,0.69,0.71,0.68,0.69,0.68,0.69,0.67
