png-small,png-large,psd-small,svg-large,png-medium,svg-small,jpeg-medium,svg-medium,jpeg-large,jpeg-small,psd-large,psd-medium
0,0,0,0.87,0.85,0.76,0.67,0.58,0.51,0.53,0.56,0.47,0.44
