enwik8.tar,uiq2-8.bin,ambivert.wav.tar,silesia.tar,uiq-32.bin,misc.tar,uiq2-4.bin,large.tar,uiq2-16.bin,deepfield.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,artificl.tar
0,0,0,1.0,0.86,0.82,0.84,0.8,0.78,0.79,0.8,0.79,0.77,0.77
