enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,large.tar,deepfield.tar,uiq-32.bin,uiq2-8.bin,misc.tar,ambivert.wav.tar,silesia.tar,artificl.tar
0,0,0,0.93,0.84,0.8,0.82,0.82,0.8,0.79,0.7,0.66,0.65,0.62
