jpeg-medium,png-large,svg-large,svg-small,png-small,jpeg-small,jpeg-large,png-medium,psd-small,svg-medium,psd-large,psd-medium
0,0,0,0.84,0.75,0.74,0.71,0.7,0.68,0.68,0.67,0.66,0.66
