psd-small,png-small,jpeg-medium,psd-large,psd-medium,svg-small,svg-large,png-large,jpeg-large,svg-medium,jpeg-small,png-medium
0,0,0,0.67,0.73,0.78,0.79,0.77,0.73,0.72,0.74,0.73,0.72
