svg-small,png-large,jpeg-medium,svg-large,png-medium,png-small,svg-medium,psd-medium,jpeg-small,psd-small,jpeg-large,psd-large
0,0,0,0.51,0.71,0.67,0.63,0.62,0.63,0.61,0.63,0.62,0.63
