psd-large,jpeg-large,svg-small,svg-medium,psd-medium,png-medium,png-small,png-large,svg-large,jpeg-small,psd-small,jpeg-medium
0,0,0,0.93,0.82,0.66,0.62,0.65,0.65,0.64,0.64,0.64,0.64
