png-medium,svg-medium,svg-small,psd-large,png-small,jpeg-large,jpeg-medium,psd-small,jpeg-small,svg-large,png-large,psd-medium
0,0,0,0.78,0.64,0.63,0.63,0.63,0.66,0.66,0.64,0.65,0.63
