psd-large,png-large,png-medium,jpeg-small,psd-medium,jpeg-large,svg-small,psd-small,png-small,jpeg-medium,svg-large,svg-medium
0,0,0,0.56,0.59,0.49,0.27,0.55,0.43,0.47,0.47,0.33,0.51
