png-medium,jpeg-small,jpeg-medium,psd-large,svg-small,svg-medium,png-large,psd-small,jpeg-large,svg-large,png-small,psd-medium
0,0,0,0.62,0.64,0.67,0.64,0.61,0.59,0.57,0.6,0.6,0.6
