png-medium,png-large,png-small,svg-large,svg-medium,psd-small,jpeg-small,jpeg-medium,psd-medium,svg-small,jpeg-large,psd-large
0,0,0,0.86,0.8,0.7,0.72,0.69,0.68,0.68,0.69,0.69,0.68
