jpeg-small,png-small,svg-small,png-large,psd-large,jpeg-medium,jpeg-large,svg-large,png-medium,svg-medium,psd-medium,psd-small
0,0,0,0.49,0.4,0.48,0.38,0.4,0.33,0.36,0.35,0.37,0.42
