png-small,svg-medium,psd-medium,svg-small,jpeg-medium,png-medium,png-large,jpeg-small,svg-large,jpeg-large,psd-large,psd-small
0,0,0,0.56,0.58,0.58,0.61,0.66,0.68,0.67,0.68,0.67,0.68
