uiq2-4.bin,deepfield.tar,uiq2-8.bin,uiq2-16.bin,silesia.tar,enwik8.tar,vmlinux-5.10.tar,ambivert.wav.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin,artificl.tar,large.tar
0,0,0,0.84,0.84,0.86,0.86,0.87,0.88,0.86,0.82,0.8,0.8,0.79
