uiq-32.bin,uiq2-16.bin,ambivert.wav.tar,vmlinux-5.10.tar,large.tar,misc.tar,uiq2-8.bin,uiq2-4.bin,enwik8.tar,deepfield.tar,artificl.tar,fannie_mae_500k.tar,silesia.tar
0,0,0,0.86,0.84,0.83,0.81,0.81,0.79,0.79,0.79,0.78,0.78,0.78
